"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.69","43.51","OAKVILLE TWN","6155750","2019-04-30","2019","04","30","†","10.0","","2.0","","6.0","","12.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-01","2019","05","01","†","7.0","","4.0","","5.5","","12.5","","0.0","","17.0","","0.0","","17.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-02","2019","05","02","†","10.0","","4.0","","7.0","","11.0","","0.0","","15.6","","0.0","","15.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-03","2019","05","03","†","14.0","","4.0","","9.0","","9.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-04","2019","05","04","†","14.0","","6.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-05","2019","05","05","†","17.5","","5.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-06","2019","05","06","†","24.5","","6.5","","15.5","","2.5","","0.0","","9.8","","0.0","","9.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-07","2019","05","07","†","17.0","","8.0","","12.5","","5.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-08","2019","05","08","†","10.5","","3.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-09","2019","05","09","†","17.5","","5.0","","11.3","","6.7","","0.0","","16.0","","0.0","","16.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-10","2019","05","10","†","16.5","","6.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-11","2019","05","11","†","13.5","","1.0","","7.3","","10.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-12","2019","05","12","†","8.0","","6.0","","7.0","","11.0","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-13","2019","05","13","†","8.5","","4.0","","6.3","","11.7","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-14","2019","05","14","†","16.5","","3.5","","10.0","","8.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-15","2019","05","15","†","21.5","","5.5","","13.5","","4.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-16","2019","05","16","†","15.5","","8.0","","11.8","","6.2","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-17","2019","05","17","†","20.0","","7.5","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-18","2019","05","18","†","15.0","","7.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-19","2019","05","19","†","20.0","","7.5","","13.8","","4.2","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-20","2019","05","20","†","18.0","","11.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-21","2019","05","21","†","20.0","","5.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-22","2019","05","22","†","13.0","","7.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-23","2019","05","23","†","26.0","","6.0","","16.0","","2.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-24","2019","05","24","†","21.0","","9.5","","15.3","","2.7","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-25","2019","05","25","†","20.5","","8.0","","14.3","","3.7","","0.0","","13.8","","0.0","","13.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-26","2019","05","26","†","25.0","","9.5","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-27","2019","05","27","†","24.0","","11.5","","17.8","","0.2","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-28","2019","05","28","†","13.0","","8.0","","10.5","","7.5","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-29","2019","05","29","†","16.0","","7.0","","11.5","","6.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-30","2019","05","30","†","24.0","","10.0","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-05-31","2019","05","31","†","18.5","","9.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-01","2019","06","01","†","19.5","","9.0","","14.3","","3.7","","0.0","","5.5","","0.0","","5.5","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-02","2019","06","02","†","21.0","","12.0","","16.5","","1.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-03","2019","06","03","†","18.5","","5.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-04","2019","06","04","†","19.5","","6.0","","12.8","","5.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-05","2019","06","05","†","18.5","","10.5","","14.5","","3.5","","0.0","","21.2","","0.0","","21.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-06","2019","06","06","†","23.5","","10.5","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-07","2019","06","07","†","27.0","","12.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-08","2019","06","08","†","23.0","","16.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-09","2019","06","09","†","22.0","","14.0","","18.0","","0.0","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-10","2019","06","10","†","16.5","","12.0","","14.3","","3.7","","0.0","","9.6","","0.0","","9.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-11","2019","06","11","†","23.5","","9.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-12","2019","06","12","†","22.0","","9.5","","15.8","","2.2","","0.0","","5.8","","0.0","","5.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-13","2019","06","13","†","17.5","","11.5","","14.5","","3.5","","0.0","","15.0","","0.0","","15.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-14","2019","06","14","†","24.0","","10.5","","17.3","","0.7","","0.0","","0.1","","0.0","","0.1","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-15","2019","06","15","†","21.5","","15.0","","18.3","","0.0","","0.3","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-16","2019","06","16","†","20.5","","11.0","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-17","2019","06","17","†","21.5","","13.0","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-18","2019","06","18","†","25.0","","15.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-19","2019","06","19","†","26.0","","14.0","","20.0","","0.0","","2.0","","2.0","","0.0","","2.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-20","2019","06","20","†","22.5","","16.5","","19.5","","0.0","","1.5","","17.4","","0.0","","17.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-21","2019","06","21","†","25.0","","15.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-22","2019","06","22","†","26.0","","13.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-23","2019","06","23","†","27.0","","12.0","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-24","2019","06","24","†","23.0","","14.0","","18.5","","0.0","","0.5","","14.2","","0.0","","14.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-25","2019","06","25","†","26.5","","15.0","","20.8","","0.0","","2.8","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-26","2019","06","26","†","30.0","","17.0","","23.5","","0.0","","5.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-27","2019","06","27","†","30.5","","17.0","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-28","2019","06","28","†","31.5","","17.0","","24.3","","0.0","","6.3","","2.6","","0.0","","2.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-29","2019","06","29","†","30.0","","19.5","","24.8","","0.0","","6.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-06-30","2019","06","30","†","26.0","","17.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-01","2019","07","01","†","28.5","","13.0","","20.8","","0.0","","2.8","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-02","2019","07","02","†","27.0","","19.0","","23.0","","0.0","","5.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-03","2019","07","03","†","30.0","","19.0","","24.5","","0.0","","6.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-04","2019","07","04","†","28.0","","18.0","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-05","2019","07","05","†","32.0","","19.5","","25.8","","0.0","","7.8","","5.8","","0.0","","5.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-06","2019","07","06","†","30.0","","22.5","","26.3","","0.0","","8.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-07","2019","07","07","†","24.0","","18.0","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-08","2019","07","08","†","26.5","","15.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-09","2019","07","09","†","28.0","","15.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-10","2019","07","10","†","29.0","","15.5","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-11","2019","07","11","†","31.5","","21.0","","26.3","","0.0","","8.3","","16.2","","0.0","","16.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-12","2019","07","12","†","24.5","","15.5","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-13","2019","07","13","†","31.0","","14.5","","22.8","","0.0","","4.8","","6.0","","0.0","","6.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-14","2019","07","14","†","28.5","","16.0","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-15","2019","07","15","†","28.0","","14.0","","21.0","","0.0","","3.0","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-16","2019","07","16","†","32.0","","18.0","","25.0","","0.0","","7.0","","9.0","","0.0","","9.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-17","2019","07","17","†","28.5","","21.5","","25.0","","0.0","","7.0","","5.6","","0.0","","5.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-18","2019","07","18","†","29.5","","20.5","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-19","2019","07","19","†","32.0","","20.5","","26.3","","0.0","","8.3","","2.0","","0.0","","2.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-20","2019","07","20","†","34.5","","24.0","","29.3","","0.0","","11.3","","7.0","","0.0","","7.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-21","2019","07","21","†","30.5","","20.5","","25.5","","0.0","","7.5","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-22","2019","07","22","†","25.0","","18.0","","21.5","","0.0","","3.5","","2.0","","0.0","","2.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-23","2019","07","23","†","28.0","","14.5","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-24","2019","07","24","†","29.0","","16.0","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-25","2019","07","25","†","31.0","","15.0","","23.0","","0.0","","5.0","","1.8","","0.0","","1.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-26","2019","07","26","†","31.5","","17.0","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-27","2019","07","27","†","31.5","","17.5","","24.5","","0.0","","6.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-28","2019","07","28","†","32.5","","21.0","","26.8","","0.0","","8.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-29","2019","07","29","†","33.0","","20.0","","26.5","","0.0","","8.5","","15.2","","0.0","","15.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-30","2019","07","30","†","31.0","","19.5","","25.3","","0.0","","7.3","","0.6","","0.0","","0.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-07-31","2019","07","31","†","27.0","","16.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-01","2019","08","01","†","26.0","","17.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-02","2019","08","02","†","29.0","","17.0","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-03","2019","08","03","†","31.5","","14.0","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-04","2019","08","04","†","26.0","","19.5","","22.8","","0.0","","4.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-05","2019","08","05","†","29.5","","14.0","","21.8","","0.0","","3.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-06","2019","08","06","†","28.5","","19.5","","24.0","","0.0","","6.0","","4.0","","0.0","","4.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-07","2019","08","07","†","30.5","","19.0","","24.8","","0.0","","6.8","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-08","2019","08","08","†","27.0","","16.0","","21.5","","0.0","","3.5","","4.0","","0.0","","4.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-09","2019","08","09","†","27.0","","13.5","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-10","2019","08","10","†","26.0","","12.5","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-11","2019","08","11","†","30.0","","13.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-12","2019","08","12","†","31.5","","19.0","","25.3","","0.0","","7.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-13","2019","08","13","†","28.5","","19.0","","23.8","","0.0","","5.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-14","2019","08","14","†","26.0","","17.0","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-15","2019","08","15","†","23.0","","16.0","","19.5","","0.0","","1.5","","4.0","","0.0","","4.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-16","2019","08","16","†","25.0","","16.0","","20.5","","0.0","","2.5","","9.0","","0.0","","9.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-17","2019","08","17","†","31.0","","16.0","","23.5","","0.0","","5.5","","4.6","","0.0","","4.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-18","2019","08","18","†","28.0","","19.0","","23.5","","0.0","","5.5","","2.6","","0.0","","2.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-19","2019","08","19","†","29.0","","19.5","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-20","2019","08","20","†","28.0","","15.5","","21.8","","0.0","","3.8","","9.0","","0.0","","9.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-21","2019","08","21","†","31.0","","19.0","","25.0","","0.0","","7.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-22","2019","08","22","†","25.5","","16.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-23","2019","08","23","†","24.5","","13.5","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-24","2019","08","24","†","23.0","","13.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-25","2019","08","25","†","23.0","","14.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-26","2019","08","26","†","25.0","","15.5","","20.3","","0.0","","2.3","","2.0","","0.0","","2.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-27","2019","08","27","†","23.0","","17.0","","20.0","","0.0","","2.0","","10.6","","0.0","","10.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-28","2019","08","28","†","28.0","","17.0","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-29","2019","08","29","†","26.0","","14.0","","20.0","","0.0","","2.0","","4.0","","0.0","","4.0","","0","","","","",""
