"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-30","2019","08","30","†","25.5","","15.0","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-08-31","2019","08","31","†","22.5","","10.0","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-01","2019","09","01","†","20.5","","15.0","","17.8","","0.2","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-02","2019","09","02","†","26.0","","15.5","","20.8","","0.0","","2.8","","0.2","","0.0","","0.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-03","2019","09","03","†","25.0","","12.5","","18.8","","0.0","","0.8","","5.2","","0.0","","5.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-04","2019","09","04","†","22.0","","16.5","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-05","2019","09","05","†","22.0","","9.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-06","2019","09","06","†","22.0","","12.0","","17.0","","1.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-07","2019","09","07","†","24.0","","11.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-08","2019","09","08","†","19.5","","11.0","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-09","2019","09","09","†","19.0","","9.5","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-10","2019","09","10","†","25.5","","11.5","","18.5","","0.0","","0.5","","6.4","","0.0","","6.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-11","2019","09","11","†","30.0","","17.0","","23.5","","0.0","","5.5","","6.0","","0.0","","6.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-12","2019","09","12","†","19.0","","13.0","","16.0","","2.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-13","2019","09","13","†","23.5","","12.5","","18.0","","0.0","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-14","2019","09","14","†","24.0","","14.5","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-15","2019","09","15","†","19.0","","11.0","","15.0","","3.0","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-16","2019","09","16","†","19.0","","15.0","","17.0","","1.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-17","2019","09","17","†","24.0","","12.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-18","2019","09","18","†","24.0","","12.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-19","2019","09","19","†","24.5","","12.5","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-20","2019","09","20","†","26.0","","11.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-21","2019","09","21","†","27.5","","14.5","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-22","2019","09","22","†","32.5","","19.0","","25.8","","0.0","","7.8","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-23","2019","09","23","†","25.5","","21.5","","23.5","","0.0","","5.5","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-24","2019","09","24","†","23.0","","12.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-25","2019","09","25","†","28.0","","10.0","","19.0","","0.0","","1.0","","4.6","","0.0","","4.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-26","2019","09","26","†","23.0","","14.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-27","2019","09","27","†","23.0","","8.5","","15.8","","2.2","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-28","2019","09","28","†","22.0","","12.5","","17.3","","0.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-29","2019","09","29","†","15.0","","9.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-09-30","2019","09","30","†","24.0","","11.0","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-01","2019","10","01","†","33.0","","12.0","","22.5","","0.0","","4.5","","20.8","","0.0","","20.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-02","2019","10","02","†","17.5","","15.0","","16.3","","1.7","","0.0","","7.2","","0.0","","7.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-03","2019","10","03","†","12.0","","8.0","","10.0","","8.0","","0.0","","5.8","","0.0","","5.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-04","2019","10","04","†","13.0","","7.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-05","2019","10","05","†","13.0","","5.0","","9.0","","9.0","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-06","2019","10","06","†","18.5","","10.0","","14.3","","3.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-07","2019","10","07","†","19.0","","10.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-08","2019","10","08","†","17.0","","7.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-09","2019","10","09","†","16.0","","6.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-10","2019","10","10","†","16.5","","8.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-11","2019","10","11","†","18.0","","10.0","","14.0","","4.0","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-12","2019","10","12","†","15.0","","10.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-13","2019","10","13","†","18.0","","2.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-14","2019","10","14","†","13.5","","7.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-15","2019","10","15","†","16.0","","2.0","","9.0","","9.0","","0.0","","21.0","","0.0","","21.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-16","2019","10","16","†","12.5","","4.5","","8.5","","9.5","","0.0","","5.0","","0.0","","5.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-17","2019","10","17","†","10.0","","5.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-18","2019","10","18","†","13.0","","3.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-19","2019","10","19","†","12.5","","0.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-20","2019","10","20","†","17.0","","5.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-21","2019","10","21","†","14.0","","7.0","","10.5","","7.5","","0.0","","6.2","","0.0","","6.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-22","2019","10","22","†","18.0","","11.0","","14.5","","3.5","","0.0","","4.2","","0.0","","4.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-23","2019","10","23","†","15.0","","6.0","","10.5","","7.5","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-24","2019","10","24","†","15.5","","8.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-25","2019","10","25","†","12.0","","4.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-26","2019","10","26","†","12.5","","0.5","","6.5","","11.5","","0.0","","25.0","","0.0","","25.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-27","2019","10","27","†","15.0","","5.0","","10.0","","8.0","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-28","2019","10","28","†","17.5","","5.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-29","2019","10","29","†","17.5","","7.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-30","2019","10","30","†","10.0","","7.0","","8.5","","9.5","","0.0","","22.2","","0.0","","22.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-10-31","2019","10","31","†","10.5","","5.5","","8.0","","10.0","","0.0","","17.8","","0.0","","17.8","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-01","2019","11","01","†","5.5","","2.0","","3.8","","14.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-02","2019","11","02","†","8.0","","0.0","","4.0","","14.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-03","2019","11","03","†","7.0","","0.0","","3.5","","14.5","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-04","2019","11","04","†","12.5","","-1.0","","5.8","","12.2","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-05","2019","11","05","†","9.0","","5.0","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-06","2019","11","06","†","5.0","","-3.0","","1.0","","17.0","","0.0","","1.2","","1.0","","1.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-07","2019","11","07","†","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-08","2019","11","08","†","1.0","","-5.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-09","2019","11","09","†","6.0","","-5.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-10","2019","11","10","†","8.0","","-1.0","","3.5","","14.5","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-11","2019","11","11","†","-1.0","","-3.0","","-2.0","","20.0","","0.0","","0.0","","19.0","","15.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-12","2019","11","12","†","-2.5","","-9.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-13","2019","11","13","†","-0.5","","-14.0","","-7.3","","25.3","","0.0","","0.0","","2.0","","1.2","","15","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-14","2019","11","14","†","2.0","","-10.5","","-4.3","","22.3","","0.0","","0.0","","0.0","T","0.0","","14","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-15","2019","11","15","†","3.0","","-3.5","","-0.3","","18.3","","0.0","","0.0","","0.0","T","0.0","","10","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-16","2019","11","16","†","-0.5","","-9.5","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-17","2019","11","17","†","3.0","","-8.5","","-2.8","","20.8","","0.0","","2.0","","0.0","","2.0","","7","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-18","2019","11","18","†","3.0","","-2.5","","0.3","","17.7","","0.0","","5.6","","0.0","","5.6","","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-19","2019","11","19","†","3.5","","0.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-20","2019","11","20","†","8.5","","1.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-21","2019","11","21","†","11.0","","-1.5","","4.8","","13.2","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-22","2019","11","22","†","5.0","","1.5","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-23","2019","11","23","†","7.0","","-4.5","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-24","2019","11","24","†","7.5","","-4.0","","1.8","","16.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-25","2019","11","25","†","9.0","","0.5","","4.8","","13.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-26","2019","11","26","†","12.0","","2.5","","7.3","","10.7","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-27","2019","11","27","†","10.0","","4.0","","7.0","","11.0","","0.0","","6.1","","0.0","","6.1","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-28","2019","11","28","†","3.5","","1.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-29","2019","11","29","†","0.0","","-4.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-11-30","2019","11","30","†","0.0","","-4.0","","-2.0","","20.0","","0.0","","0.0","T","0.0","T","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-01","2019","12","01","†","2.0","","-4.0","","-1.0","","19.0","","0.0","","","M","6.0","","24.2","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-02","2019","12","02","†","-0.5","","-5.0","","-2.8","","20.8","","0.0","","0.0","","1.6","","1.0","","7","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-03","2019","12","03","†","2.5","","-10.0","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-04","2019","12","04","†","4.5","","-6.0","","-0.8","","18.8","","0.0","","0.0","T","0.4","","0.0","T","5","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-05","2019","12","05","†","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","","4.4","","5.6","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-06","2019","12","06","†","2.0","","-2.5","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-07","2019","12","07","†","1.5","","-7.5","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-08","2019","12","08","†","8.0","","-8.0","","0.0","","18.0","","0.0","","7.2","","0.0","","7.2","","8","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-09","2019","12","09","†","11.0","","0.5","","5.8","","12.2","","0.0","","6.8","","0.0","","6.8","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-10","2019","12","10","†","2.5","","1.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-11","2019","12","11","†","-2.5","","-7.0","","-4.8","","22.8","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-12","2019","12","12","†","2.0","","-11.0","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-13","2019","12","13","†","6.0","","-8.0","","-1.0","","19.0","","0.0","","8.2","","0.0","","8.2","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-14","2019","12","14","†","3.0","","2.0","","2.5","","15.5","","0.0","","17.0","","0.0","","17.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-15","2019","12","15","†","1.0","","-1.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-16","2019","12","16","†","2.5","","-7.0","","-2.3","","20.3","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-17","2019","12","17","†","2.0","","-4.0","","-1.0","","19.0","","0.0","","0.0","","1.0","","1.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-18","2019","12","18","†","-4.0","","-7.0","","-5.5","","23.5","","0.0","","0.0","","0.6","","0.4","","1","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-19","2019","12","19","†","-5.0","","-17.0","","-11.0","","29.0","","0.0","","0.0","","4.0","","1.0","","0","T","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-20","2019","12","20","†","-3.0","","-13.5","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-21","2019","12","21","†","3.5","","-9.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-22","2019","12","22","†","8.0","","-4.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-23","2019","12","23","†","10.5","","0.5","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-24","2019","12","24","†","1.5","","-3.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-25","2019","12","25","†","3.0","","-5.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-26","2019","12","26","†","11.0","","-0.5","","5.3","","12.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-27","2019","12","27","†","12.0","","1.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-28","2019","12","28","†","6.0","","1.0","","3.5","","14.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-29","2019","12","29","†","5.0","","-1.0","","2.0","","16.0","","0.0","","22.6","","0.0","","22.6","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-30","2019","12","30","†","10.0","","0.0","","5.0","","13.0","","0.0","","0.0","","0.0","T","0.0","","0","","","","",""
"-79.69","43.51","OAKVILLE TWN","6155750","2019-12-31","2019","12","31","†","1.0","","0.0","","0.5","","17.5","","0.0","","0.0","","0.0","T","0.0","","0","T","","","",""
